"","parameters.lazinessPrior","parameters.lazyPulling","parameters.gaussianNoise","predictives.confounded evidence_single_win","predictives.strong indirect evidence_single_win","predictives.weak indirect evidence_single_win","predictives.diverse evidence_single_win","predictives.confounded evidence_single_loss","predictives.strong indirect evidence_single_loss","predictives.weak indirect evidence_single_loss","predictives.diverse evidence_single_loss","predictives.confounded with partner_double_win","predictives.confounded with opponent_double_win","predictives.strong indirect evidence_double_win","predictives.weak indirect evidence_double_win","predictives.diverse evidence_double_win","predictives.round robin_double_win","predictives.confounded with partner_double_loss","predictives.confounded with opponent_double_loss","predictives.strong indirect evidence_double_loss","predictives.weak indirect evidence_double_loss","predictives.diverse evidence_double_loss","predictives.round robin_double_loss","prob"
"104",0.36,0.91,0.11,0.6106,1.0174,0.3134,1.0182,-0.4914,-1.0324,-0.3324,-1.0242,0.6896,0.749,1.1262,0.2036,0.9592,1.219,-0.7424,-0.7782,-1.0284,-0.165,-0.8908,-1.1882,0.00000014395186704616
"105",0.36,0.91,0.01,0.5754,1.0004,0.3774,1.0356,-0.6038,-0.9842,-0.3648,-1.055,0.7454,0.7498,1.167,0.3082,0.8802,1.1866,-0.8254,-0.706,-1.1504,-0.1782,-0.9572,-1.2618,0.00000691647791675901
"106",0.36,0.81,0.41,0.6448,1.0786,0.4134,1.0634,-0.6006,-1.0176,-0.3626,-1.0304,0.7798,0.7362,1.0644,0.172,0.901,1.1832,-0.6746,-0.7558,-1.0922,-0.2134,-0.9294,-1.2018,1.22528438458861e-20
"107",0.36,0.81,0.31,0.6166,1.0364,0.4104,1.024,-0.6562,-1.048,-0.3936,-0.9732,0.7242,0.7118,1.1228,0.2274,0.8816,1.197,-0.7864,-0.6916,-1.1126,-0.2636,-0.8406,-1.1978,7.38636961628061e-17
"108",0.36,0.81,0.21,0.605,0.96,0.3294,1.0246,-0.6244,-1.0268,-0.3698,-1.0388,0.6594,0.7488,1.0408,0.2232,0.883,1.1588,-0.756,-0.7638,-1.0222,-0.2058,-0.8342,-1.2192,0.0000000000509152561681912
"109",0.36,0.81,0.11,0.5782,1.0414,0.2798,1.0338,-0.5906,-1.0944,-0.3502,-0.9638,0.712,0.6106,1.1266,0.2152,0.8786,1.2096,-0.728,-0.7766,-1.068,-0.274,-0.8692,-1.2,0.0000000000922460469290831
"110",0.36,0.81,0.01,0.58,1.0342,0.3386,1.0204,-0.5668,-1.0582,-0.3632,-1.0016,0.743,0.7944,1.0606,0.2564,0.9714,1.193,-0.8086,-0.7096,-1.093,-0.2762,-0.8352,-1.15,0.00000100057764429137
"111",0.36,0.71,0.41,0.5616,1.004,0.3194,0.9998,-0.606,-1.028,-0.3534,-1.0258,0.6752,0.7464,1.1196,0.1944,0.9368,1.226,-0.7346,-0.8034,-1.1024,-0.0672,-0.9206,-1.2024,2.44281646105387e-21
"112",0.36,0.71,0.31,0.649,0.9894,0.3234,0.9828,-0.55,-1.015,-0.2272,-1.0018,0.7396,0.7278,1.0916,0.2084,0.873,1.1766,-0.7726,-0.7476,-1.0846,-0.2846,-0.9658,-1.1644,3.35997948287581e-17
"113",0.36,0.71,0.21,0.6246,0.9926,0.4134,1.0016,-0.6356,-0.9794,-0.332,-1.0664,0.7878,0.6242,1.0498,0.177,0.8668,1.1604,-0.7802,-0.6592,-1.1046,-0.2192,-0.893,-1.2074,0.000000000000580290741404722
"114",0.36,0.71,0.11,0.5644,1.0528,0.3268,0.9974,-0.5284,-1.0346,-0.3528,-1.1198,0.768,0.7498,1.0562,0.2384,0.8596,1.185,-0.729,-0.7466,-1.0458,-0.2318,-0.9698,-1.2462,0.0000416407997593181
"115",0.36,0.71,0.01,0.5584,1.0418,0.4182,1.0138,-0.5778,-1.0176,-0.3858,-1.0322,0.7384,0.7536,1.1198,0.1948,0.8534,1.163,-0.6576,-0.7398,-1.091,-0.1758,-0.9462,-1.2278,0.0000000236933797991256
"116",0.36,0.61,0.41,0.6232,1.065,0.3262,1.0172,-0.5986,-1.0312,-0.3514,-1.0308,0.6966,0.7136,1.069,0.2168,0.9026,1.1334,-0.7024,-0.7106,-1.0298,-0.2696,-0.9024,-1.121,1.8171219414228e-21
"117",0.36,0.61,0.31,0.613,0.968,0.36,1.0372,-0.6362,-1.019,-0.3714,-1.0492,0.6324,0.7186,1.0082,0.1202,0.863,1.1452,-0.7652,-0.6956,-1.0426,-0.2418,-0.8944,-1.1682,0.000000000000254809274351717
"118",0.36,0.61,0.21,0.582,1.0468,0.3762,1.0342,-0.5934,-1.0012,-0.3258,-0.9576,0.7268,0.742,1.0712,0.1596,0.9088,1.1212,-0.6858,-0.736,-1.1194,-0.2058,-0.9314,-1.21,0.0000000000000521940264742916
"119",0.36,0.61,0.11,0.5634,0.9606,0.3796,0.9962,-0.5186,-1.0014,-0.3454,-1.009,0.7378,0.7572,1.012,0.1122,0.9228,1.148,-0.7238,-0.7592,-1.073,-0.2834,-0.8866,-1.1772,0.000000000999362271330331
"120",0.36,0.61,0.01,0.5578,0.994,0.2918,1.0272,-0.6068,-0.9926,-0.3344,-1.0072,0.7656,0.745,1.0276,0.1064,0.88,1.182,-0.7392,-0.712,-1.0528,-0.1544,-0.8636,-1.176,0.0203811046371092
"121",0.36,0.51,0.41,0.5928,0.9896,0.3442,1.0424,-0.5728,-0.99,-0.3102,-1.0278,0.768,0.691,1.03,0.147,0.7974,1.1954,-0.7212,-0.8074,-1.0464,-0.2272,-0.928,-1.1994,7.89778581084325e-20
"122",0.36,0.51,0.31,0.6554,1.0626,0.2844,1.0276,-0.6072,-0.9864,-0.2928,-1.0096,0.7128,0.753,1.0476,0.2372,0.866,1.1782,-0.7434,-0.6784,-1.0002,-0.167,-0.9298,-1.1458,4.31608882550407e-16
"123",0.36,0.51,0.21,0.5932,0.9904,0.3342,1.0028,-0.605,-1.0142,-0.3216,-1.0614,0.6718,0.678,0.9902,0.122,0.9108,1.124,-0.7768,-0.687,-1.0034,-0.2502,-0.9078,-1.2058,4.7387252377703e-16
"124",0.36,0.51,0.11,0.6456,0.9838,0.3198,1.0096,-0.5904,-0.9748,-0.2982,-1.0278,0.73,0.7152,0.964,0.198,0.9192,1.134,-0.7228,-0.7924,-0.9552,-0.1878,-0.9226,-1.1518,0.0000407710450065474
"125",0.36,0.51,0.01,0.6918,0.9554,0.3224,1.0338,-0.6722,-1.0304,-0.3926,-0.9878,0.7172,0.7724,1.0232,0.187,0.8692,1.2048,-0.7388,-0.7672,-0.9716,-0.1762,-0.917,-1.1374,0.00000322919975734599
"126",0.36,0.41,0.41,0.6234,0.959,0.3592,0.9846,-0.6426,-0.9518,-0.2866,-0.9606,0.7322,0.718,0.8946,0.2638,0.8914,1.176,-0.7408,-0.7146,-0.9378,-0.1372,-0.9172,-1.1,1.3203655523489e-22
"127",0.36,0.41,0.31,0.6346,1.0222,0.2746,0.995,-0.705,-0.9512,-0.376,-1.0604,0.7296,0.804,0.9524,0.2298,0.8632,1.144,-0.6762,-0.8108,-0.9,-0.1924,-0.8942,-1.1132,1.44560348170133e-15
"128",0.36,0.41,0.21,0.6666,1.028,0.2942,0.9648,-0.62,-0.9192,-0.3114,-1.012,0.736,0.7316,1.028,0.249,0.819,1.1452,-0.7084,-0.6538,-0.9476,-0.1428,-0.8668,-1.1416,0.0000000000214547923340691
"129",0.36,0.41,0.11,0.6206,0.957,0.389,0.9794,-0.625,-0.9086,-0.3502,-1.0414,0.7214,0.623,0.9606,0.2348,0.9078,1.088,-0.7364,-0.689,-0.968,-0.1136,-0.9084,-1.0858,0.0000000412575506927262
"130",0.36,0.41,0.01,0.606,1.0714,0.268,0.986,-0.6246,-0.9718,-0.3664,-0.9776,0.7172,0.6886,0.853,0.186,0.9468,1.1836,-0.744,-0.7094,-0.941,-0.258,-0.9368,-1.1624,0.00000142316065608016
"131",0.36,0.31,0.41,0.5896,0.9404,0.4442,1.0258,-0.541,-0.9332,-0.3366,-0.9566,0.6734,0.7254,0.8858,0.2246,0.9382,1.1406,-0.7508,-0.6766,-0.9186,-0.2288,-0.8246,-1.0816,2.15358621556996e-21
"132",0.36,0.31,0.31,0.6148,0.9538,0.332,0.9528,-0.685,-0.9298,-0.356,-0.9422,0.7134,0.6216,0.9038,0.1944,0.8104,1.0796,-0.696,-0.7632,-0.9036,-0.1752,-0.816,-1.1222,1.54567668233041e-19
"133",0.36,0.31,0.21,0.6314,0.9764,0.279,0.9506,-0.6448,-0.8978,-0.3748,-1.0384,0.6874,0.6998,0.886,0.2256,0.856,1.0906,-0.7494,-0.6726,-0.8996,-0.2032,-0.9598,-1.1402,0.000000000000167148364718429
"134",0.36,0.31,0.11,0.6088,1.0002,0.2708,0.9764,-0.6592,-0.9432,-0.3834,-0.9348,0.75,0.7226,0.8266,0.1684,0.856,1.0668,-0.6978,-0.633,-0.8978,-0.2306,-0.8398,-1.1022,0.00000000000727769037060872
"135",0.36,0.31,0.01,0.6042,0.905,0.4168,0.9716,-0.6086,-0.9752,-0.3776,-0.9536,0.694,0.701,0.8528,0.1798,0.8944,1.104,-0.6838,-0.7194,-0.8354,-0.166,-0.9326,-1.1184,0.00000112022880172423
"136",0.36,0.21,0.41,0.5916,0.9574,0.369,0.9562,-0.6086,-0.8608,-0.357,-0.9254,0.7832,0.7008,0.7544,0.1598,0.8626,1.1102,-0.709,-0.6154,-0.7454,-0.2294,-0.8722,-1.0458,6.35525994513701e-24
"137",0.36,0.21,0.31,0.6646,0.942,0.3434,0.9674,-0.6734,-0.9444,-0.2596,-0.9482,0.6828,0.6948,0.7414,0.1806,0.826,1.0846,-0.6614,-0.7312,-0.7744,-0.2116,-0.8516,-1.0992,8.82930048843612e-15
"138",0.36,0.21,0.21,0.6184,0.941,0.3174,0.9992,-0.6802,-0.957,-0.347,-0.9848,0.6868,0.7158,0.7606,0.2758,0.847,1.0064,-0.6918,-0.6754,-0.7766,-0.2064,-0.8682,-1.0604,8.62763743260168e-15
"139",0.36,0.21,0.11,0.627,0.975,0.33,0.948,-0.5984,-0.9078,-0.3918,-0.993,0.6556,0.6564,0.774,0.2698,0.8124,1.0312,-0.624,-0.6252,-0.7156,-0.2768,-0.7746,-1.0428,0.000000000175419367911681
"140",0.36,0.21,0.01,0.6422,0.9152,0.3512,0.9392,-0.6668,-0.9752,-0.3646,-0.9452,0.719,0.695,0.756,0.235,0.8072,1.074,-0.7386,-0.7506,-0.8406,-0.2068,-0.8638,-1.0604,0.0000000000115868888114178
"141",0.36,0.11,0.41,0.659,0.8996,0.3578,0.977,-0.6308,-0.8704,-0.313,-0.9276,0.6868,0.6484,0.7038,0.2038,0.8802,1.003,-0.6096,-0.712,-0.6726,-0.2282,-0.7954,-1.0592,1.48707134584953e-23
"142",0.36,0.11,0.31,0.6432,0.8898,0.2816,0.9548,-0.6574,-0.8692,-0.3914,-0.9364,0.6812,0.6552,0.6824,0.0882000000000001,0.7514,0.9982,-0.6566,-0.6868,-0.6628,-0.2612,-0.837,-1.0888,4.70093719845974e-15
"143",0.36,0.11,0.21,0.6748,0.8992,0.2746,0.9288,-0.6924,-0.9072,-0.358,-0.9386,0.7104,0.6752,0.646,0.1836,0.8758,1.088,-0.6632,-0.738,-0.6986,-0.2288,-0.8438,-1.0342,1.31206604511684e-17
"144",0.36,0.11,0.11,0.643,0.8472,0.2804,0.94,-0.6612,-0.8754,-0.3346,-0.909,0.6856,0.6894,0.719,0.2128,0.8466,1.0224,-0.6564,-0.6318,-0.6496,-0.192,-0.8472,-1.0204,0.0000000985535664878233
"145",0.36,0.11,0.01,0.589,0.8706,0.285,0.9182,-0.6702,-0.8866,-0.3336,-0.972,0.7006,0.7098,0.727,0.2332,0.7798,1.0342,-0.6774,-0.6166,-0.6702,-0.2264,-0.886,-1.013,0.000525649509425601
"146",0.36,0.01,0.41,0.6458,0.7824,0.349,0.8756,-0.6204,-0.7954,-0.393,-0.8844,0.6582,0.6396,0.601,0.2044,0.7696,0.955,-0.6726,-0.646,-0.5616,-0.2526,-0.7576,-0.965,1.093595541834e-26
"147",0.36,0.01,0.31,0.6322,0.8184,0.3078,0.9176,-0.577,-0.8374,-0.2792,-0.897,0.6166,0.6584,0.6468,0.1802,0.8108,1.0084,-0.6512,-0.6846,-0.567,-0.1974,-0.766,-0.9606,2.62796599021535e-22
"148",0.36,0.01,0.21,0.7032,0.8282,0.333,0.9144,-0.6674,-0.8272,-0.3266,-0.9046,0.6358,0.6358,0.6228,0.1978,0.8612,0.9712,-0.6634,-0.661,-0.581,-0.2098,-0.7686,-0.9338,2.42108778849447e-17
"149",0.36,0.01,0.11,0.6072,0.8334,0.335,0.9402,-0.6014,-0.8502,-0.3592,-0.871,0.6898,0.605,0.613,0.206,0.7308,1.0116,-0.6384,-0.6654,-0.5924,-0.206,-0.7964,-0.9874,2.93686732594613e-19
"150",0.36,0.01,0.01,0.7214,0.8256,0.363,0.9944,-0.6558,-0.8746,-0.3416,-0.9442,0.5804,0.7006,0.5676,0.1548,0.7586,0.9334,-0.6074,-0.6512,-0.6608,-0.2064,-0.756,-0.9876,5.49990099819438e-20
"151",0.31,0.91,0.41,0.5772,1.043,0.3424,1.0434,-0.5682,-1.0452,-0.3414,-0.9876,0.6718,0.737,1.1418,0.2718,0.8774,1.239,-0.7004,-0.7168,-1.1272,-0.1728,-0.947,-1.1992,4.40458856420804e-22
"152",0.31,0.91,0.31,0.5622,1.051,0.371,1.0508,-0.6066,-1.0232,-0.3346,-1.0666,0.7294,0.7294,1.127,0.2024,0.9144,1.2112,-0.76,-0.7606,-1.1218,-0.0968,-0.9318,-1.1986,8.98227711128304e-19
"153",0.31,0.91,0.21,0.6164,1.0456,0.4018,1.0428,-0.5342,-0.9844,-0.3124,-0.9724,0.7058,0.7674,1.1972,0.0934,0.9566,1.1946,-0.7568,-0.7302,-1.1118,-0.2014,-0.9372,-1.1818,5.4138376657303e-16
"154",0.31,0.91,0.11,0.5864,1.0156,0.3144,1.0326,-0.5692,-1.0852,-0.3576,-1.04,0.7628,0.6986,1.1548,0.239,0.9144,1.2544,-0.697,-0.662,-1.0882,-0.1748,-0.8134,-1.1932,0.000000000059070088213769
"155",0.31,0.91,0.01,0.5618,1.0596,0.2974,1.0534,-0.5338,-1.0122,-0.2712,-1.0948,0.768,0.7232,1.129,0.1732,0.936,1.2504,-0.7594,-0.7308,-1.1396,-0.2136,-1.0052,-1.1594,0.00877838551062536
"156",0.31,0.81,0.41,0.4952,0.9952,0.302,1.0386,-0.5616,-1.0818,-0.3572,-0.9882,0.7512,0.7044,1.0832,0.2068,0.9322,1.1862,-0.6886,-0.7672,-1.134,-0.1996,-0.8636,-1.2066,3.63662216510345e-22
"157",0.31,0.81,0.31,0.5886,1.0542,0.3124,0.9638,-0.6516,-1.0938,-0.3454,-0.9798,0.7596,0.7342,1.1486,0.1966,0.853,1.1784,-0.7564,-0.8056,-1.0404,-0.1404,-0.8706,-1.1878,2.34892006209261e-18
"158",0.31,0.81,0.21,0.5504,0.9612,0.3474,1.0816,-0.5482,-0.9992,-0.2948,-0.9906,0.7376,0.786,1.117,0.2084,0.9386,1.2266,-0.7408,-0.7178,-1.1176,-0.1806,-0.9382,-1.238,0.0000000000000234030306185798
"159",0.31,0.81,0.11,0.5814,1.0654,0.3092,1.0698,-0.607,-1.029,-0.3864,-0.986,0.7566,0.7112,1.1324,0.2492,0.8984,1.221,-0.7046,-0.7368,-1.0628,-0.2492,-0.915,-1.198,0.000038547835687772
"160",0.31,0.81,0.01,0.6158,1.1074,0.4144,1.0086,-0.5868,-0.9722,-0.3946,-1.0228,0.7192,0.6808,1.0638,0.2398,0.9006,1.1524,-0.734,-0.7288,-1.127,-0.194,-0.8462,-1.166,0.000000000699535286718893
"161",0.31,0.71,0.41,0.665,1.0068,0.309,1.0224,-0.6264,-1.0246,-0.4414,-0.9894,0.7484,0.755,1.027,0.2656,0.8888,1.1876,-0.7606,-0.6828,-1.041,-0.2402,-0.9278,-1.1824,1.10146994888042e-19
"162",0.31,0.71,0.31,0.618,1.0474,0.3564,1.0524,-0.5782,-0.9904,-0.3908,-0.9966,0.7326,0.6948,1.1256,0.1834,0.9,1.2182,-0.7272,-0.7406,-1.0638,-0.157,-0.878,-1.2142,4.86709977445716e-16
"163",0.31,0.71,0.21,0.513,1.0568,0.3778,0.9818,-0.6142,-1.0294,-0.2692,-1.0408,0.7228,0.732,1.0856,0.2526,0.8944,1.153,-0.7684,-0.752,-1.0658,-0.2086,-0.9136,-1.1776,0.0000000000000268985911785312
"164",0.31,0.71,0.11,0.6354,1.0452,0.35,1.0326,-0.6188,-1.0286,-0.326,-1.0536,0.785,0.7532,1.134,0.1796,0.8174,1.1858,-0.7458,-0.7634,-1.1438,-0.1552,-0.87,-1.1988,0.0000000252431276631076
"165",0.31,0.71,0.01,0.5838,0.9896,0.3716,1.0102,-0.5836,-1.0576,-0.406,-1.047,0.6388,0.7544,1.1476,0.2536,0.9114,1.169,-0.724,-0.714,-1.0962,-0.1924,-0.9652,-1.1306,0.00000000200658105419211
"166",0.31,0.61,0.41,0.5404,0.9978,0.3252,1.0268,-0.5628,-1.0252,-0.3834,-1.011,0.703,0.699,1.0848,0.1456,0.8972,1.1868,-0.7016,-0.687,-1.0498,-0.2384,-0.9114,-1.226,2.91547622459324e-22
"167",0.31,0.61,0.31,0.5466,0.9856,0.2862,1.0576,-0.6912,-1.1042,-0.35,-0.9732,0.6982,0.7402,1.0664,0.2396,0.8164,1.1358,-0.7544,-0.7358,-1.0274,-0.18,-0.8988,-1.1692,3.35038438141267e-16
"168",0.31,0.61,0.21,0.566,1.0178,0.2974,0.9814,-0.576,-1.0352,-0.3224,-1.0118,0.745,0.7334,1.065,0.2272,0.8674,1.1244,-0.734,-0.6382,-1.0816,-0.2438,-0.9308,-1.1542,0.0000000000000200406244071777
"169",0.31,0.61,0.11,0.6808,1.0356,0.3002,1.024,-0.5588,-1.0066,-0.3484,-0.9558,0.681,0.7476,1.0474,0.2198,0.92,1.1842,-0.7634,-0.681,-1.0678,-0.1724,-0.832,-1.1972,0.0000000000000282240345973675
"170",0.31,0.61,0.01,0.5704,1.0242,0.3136,0.9672,-0.552,-1.055,-0.2778,-1.0364,0.6786,0.761,1.0708,0.145,0.9018,1.1848,-0.724,-0.6876,-1.1466,-0.2294,-0.9124,-1.2222,0.00000000000935455967153715
"171",0.31,0.51,0.41,0.5768,0.998,0.3506,0.9636,-0.569,-0.9636,-0.3684,-1.0546,0.642,0.6432,0.9774,0.128,0.8942,1.1464,-0.7202,-0.7056,-1.0382,-0.2038,-0.9542,-1.233,2.51872991842551e-20
"172",0.31,0.51,0.31,0.65,0.9844,0.3646,1.0182,-0.5738,-0.9382,-0.352,-0.9888,0.668,0.7242,1.0032,0.1556,0.8658,1.1368,-0.723,-0.7848,-1.032,-0.1502,-0.9668,-1.1512,5.19430428852293e-19
"173",0.31,0.51,0.21,0.6018,1.005,0.3332,0.967,-0.6156,-0.987,-0.3614,-1.0276,0.6932,0.7558,0.9908,0.1444,0.9778,1.1486,-0.6692,-0.658,-1.0978,-0.1504,-0.8934,-1.0976,2.33295626610556e-15
"174",0.31,0.51,0.11,0.6184,1.0018,0.353,1.0122,-0.5728,-1.0548,-0.3432,-0.986,0.736,0.6998,1.029,0.29,0.8338,1.1224,-0.7148,-0.7346,-1.017,-0.1728,-0.8158,-1.1586,0.00000000191703253642785
"175",0.31,0.51,0.01,0.601,1.0478,0.3336,0.9722,-0.6324,-0.9672,-0.3408,-1.0938,0.7298,0.7592,1.0786,0.1906,0.9442,1.1168,-0.7774,-0.7328,-1.0232,-0.1764,-0.8814,-1.1314,0.000000045080417076903
"176",0.31,0.41,0.41,0.658,0.999,0.3136,0.9822,-0.7206,-0.9486,-0.3182,-1.024,0.6682,0.6854,0.9556,0.156,0.8224,1.2086,-0.655,-0.7078,-0.9742,-0.2372,-0.8424,-1.181,6.27217562062961e-20
"177",0.31,0.41,0.31,0.587,0.9818,0.384,0.9864,-0.6518,-0.9908,-0.3096,-1.009,0.7432,0.6296,0.921,0.1516,0.8668,1.1028,-0.7188,-0.6802,-1.0108,-0.221,-0.8336,-1.1598,1.49415727480948e-17
"178",0.31,0.41,0.21,0.6332,0.9268,0.3028,0.9846,-0.6054,-1.0092,-0.264,-1.0062,0.7172,0.7048,0.967,0.2328,0.8918,1.2068,-0.7462,-0.7158,-1.0056,-0.2616,-0.8626,-1.1208,0.000000000000450374650973866
"179",0.31,0.41,0.11,0.6646,0.9086,0.2902,1.0346,-0.6294,-0.9634,-0.3346,-1.016,0.6968,0.7056,1.016,0.2218,0.9336,1.187,-0.6874,-0.7374,-0.9206,-0.1934,-0.8554,-1.116,0.00000000915106687455962
"180",0.31,0.41,0.01,0.6324,1.0128,0.321,1.0644,-0.6078,-0.9302,-0.296,-0.9906,0.708,0.7064,0.953,0.1366,0.901,1.139,-0.75,-0.661,-0.9962,-0.2188,-0.9506,-1.1284,0.0000188562473133201
"181",0.31,0.31,0.41,0.6076,0.968,0.3284,1.0344,-0.6534,-0.9212,-0.335,-0.9632,0.6868,0.7088,0.938,0.1828,0.873,1.1536,-0.7014,-0.7636,-0.9238,-0.2456,-0.8394,-1.1226,1.17961249313548e-21
"182",0.31,0.31,0.31,0.7062,0.9086,0.2596,1.0088,-0.6946,-0.9842,-0.3738,-1.005,0.7158,0.7612,0.92,0.1738,0.9036,1.1076,-0.7038,-0.6958,-0.8144,-0.1948,-0.8654,-1.1206,8.37731516323223e-16
"183",0.31,0.31,0.21,0.6074,0.99,0.3168,0.994,-0.6228,-0.9134,-0.3244,-1.0042,0.7562,0.6832,0.8338,0.2448,0.8558,1.1072,-0.693,-0.7114,-0.8382,-0.2106,-0.8734,-1.1168,0.0000000000000282643687628071
"184",0.31,0.31,0.11,0.6234,0.9552,0.4058,1.0072,-0.647,-0.963,-0.3146,-0.9734,0.7162,0.732,0.9208,0.2176,0.8764,1.08,-0.7248,-0.7634,-0.9018,-0.1696,-0.9154,-1.136,0.0000120499983620655
"185",0.31,0.31,0.01,0.6154,0.9358,0.421,0.963,-0.5626,-0.952,-0.3306,-0.8856,0.6318,0.7262,0.8802,0.2834,0.8938,1.0736,-0.6984,-0.6916,-0.866,-0.2186,-0.8844,-1.0904,0.0000000000176782196923217
"186",0.31,0.21,0.41,0.613,0.9292,0.2806,0.9924,-0.6264,-0.9442,-0.3166,-0.9568,0.702,0.6522,0.789,0.1764,0.8038,1.042,-0.7406,-0.6672,-0.844,-0.2298,-0.921,-1.091,2.9028523907347e-21
"187",0.31,0.21,0.31,0.631,0.9232,0.2766,0.9454,-0.6528,-0.9494,-0.3066,-0.985,0.6906,0.724,0.8874,0.2116,0.802,1.1314,-0.6902,-0.6546,-0.812,-0.2096,-0.782,-1.1326,1.10920446572257e-19
"188",0.31,0.21,0.21,0.6626,0.9062,0.3246,0.9618,-0.6854,-0.9188,-0.3526,-0.9506,0.6922,0.684,0.827,0.1286,0.8384,1.1044,-0.7758,-0.6748,-0.8196,-0.2132,-0.8116,-1.069,2.7040216691557e-15
"189",0.31,0.21,0.11,0.5656,0.9136,0.3564,0.9502,-0.6964,-0.9618,-0.3708,-0.9558,0.655,0.7386,0.7954,0.1968,0.7946,1.0834,-0.744,-0.6656,-0.7776,-0.2086,-0.8954,-1.114,0.000000000244031051584007
"190",0.31,0.21,0.01,0.5544,0.9194,0.3364,0.9652,-0.579,-0.9562,-0.2694,-1.0008,0.7322,0.7076,0.8396,0.1602,0.7846,1.0548,-0.678,-0.718,-0.8426,-0.2226,-0.8304,-1.09,0.000000000359166892179097
"191",0.31,0.11,0.41,0.6472,0.8792,0.3428,0.883,-0.6382,-0.8616,-0.333,-0.9302,0.6788,0.6602,0.7606,0.1492,0.8486,1.035,-0.687,-0.654,-0.7556,-0.1404,-0.8242,-1.0568,1.10259996278184e-23
"192",0.31,0.11,0.31,0.6536,0.8426,0.3478,0.9204,-0.6108,-0.9152,-0.4028,-0.9368,0.6118,0.6774,0.7382,0.2096,0.8466,1.0248,-0.666,-0.6882,-0.8214,-0.204,-0.814,-1.1128,1.92435096427346e-20
"193",0.31,0.11,0.21,0.5694,0.8558,0.353,0.908,-0.632,-0.844,-0.327,-0.9238,0.6602,0.7162,0.7548,0.2518,0.7676,1.0452,-0.7338,-0.6636,-0.7514,-0.1974,-0.8346,-1.0448,3.24297596163842e-16
"194",0.31,0.11,0.11,0.6412,0.91,0.2756,0.9628,-0.645,-0.9064,-0.3084,-0.939,0.637,0.6704,0.6692,0.2158,0.7612,0.9904,-0.6848,-0.6786,-0.7272,-0.2412,-0.8084,-1.0686,0.000000000858539492702864
"195",0.31,0.11,0.01,0.6146,0.8698,0.336,0.976,-0.6354,-0.8928,-0.3092,-0.961,0.7456,0.713,0.7472,0.1968,0.8508,1.0702,-0.6552,-0.6496,-0.7362,-0.2278,-0.8698,-1.0366,0.000000000175832529172175
"196",0.31,0.01,0.41,0.6288,0.8458,0.3416,0.8908,-0.6102,-0.8742,-0.3028,-0.9786,0.7098,0.6826,0.6064,0.2644,0.768,0.9296,-0.6232,-0.6758,-0.6562,-0.1662,-0.7436,-0.9422,1.27297136402132e-28
"197",0.31,0.01,0.31,0.6866,0.868,0.3752,0.871,-0.6526,-0.8604,-0.28,-0.9324,0.61,0.6638,0.6822,0.2888,0.7796,0.9478,-0.6584,-0.632,-0.6238,-0.1756,-0.8454,-1.0396,1.73824158965328e-23
"198",0.31,0.01,0.21,0.6416,0.885,0.3718,0.898,-0.6202,-0.7882,-0.3138,-0.9312,0.7196,0.717,0.731,0.2276,0.7054,0.9776,-0.6696,-0.6824,-0.7128,-0.1548,-0.8368,-1.0558,5.02511727754572e-19
"199",0.31,0.01,0.11,0.652,0.8562,0.3226,0.9376,-0.6112,-0.8788,-0.337,-0.8892,0.6542,0.6254,0.6802,0.1958,0.8158,0.9836,-0.7316,-0.6564,-0.72,-0.1624,-0.8228,-0.9772,2.32097744193022e-15
"200",0.31,0.01,0.01,0.6848,0.894,0.2842,0.9362,-0.6652,-0.8422,-0.3526,-0.8972,0.6972,0.7156,0.6568,0.2042,0.83,1.0358,-0.7094,-0.6894,-0.7084,-0.1992,-0.7452,-0.9834,1.59396780385451e-17
"201",0.26,0.91,0.41,0.5668,1.0242,0.3966,1.0432,-0.5026,-1.0106,-0.276,-1.0602,0.741,0.7546,1.0616,0.2008,0.9002,1.2266,-0.7042,-0.7186,-1.1054,-0.1878,-0.8414,-1.184,1.20297258461532e-22
"202",0.26,0.91,0.31,0.5502,0.9862,0.3078,0.987,-0.625,-1.0542,-0.3736,-1.0326,0.6864,0.7768,1.0944,0.1994,0.9656,1.2112,-0.746,-0.7638,-1.0906,-0.1658,-0.93,-1.2608,2.45257645881399e-15
"203",0.26,0.91,0.21,0.5052,1.0752,0.3904,1.0212,-0.6266,-1.0342,-0.3088,-1.029,0.677,0.665,1.0858,0.2564,0.9134,1.205,-0.6974,-0.7268,-1.1002,-0.1692,-0.8978,-1.173,0.0000000000000133602757915434
"204",0.26,0.91,0.11,0.5414,1.0294,0.367,1.0118,-0.6202,-1.005,-0.302,-1.0884,0.6876,0.6546,1.1164,0.2772,0.8764,1.1484,-0.7626,-0.7458,-1.1,-0.1836,-0.8818,-1.1998,0.00000000000504187027116596
"205",0.26,0.91,0.01,0.597,1.0778,0.3964,1.0428,-0.5734,-1.0092,-0.3446,-1.019,0.7436,0.747,1.1208,0.2352,0.9296,1.1836,-0.7048,-0.756,-1.0856,-0.1412,-0.916,-1.1866,0.000000355811540271424
"206",0.26,0.81,0.41,0.6146,1.0394,0.3258,1.0084,-0.5866,-1.0376,-0.3958,-1.0298,0.759,0.7258,1.1116,0.1478,0.8908,1.1972,-0.7108,-0.6754,-1.0784,-0.2146,-0.9492,-1.1582,4.12032954040311e-21
